Actors,Title,X,Y
 Ahmed Zikrey Abdellhak,Secrets of the Saqqara Tomb,2020,7.3
 Ahmed el-Sakka,Africano,2001,5.9
 Ahmed el-Sakka,No Surrender,2019,5.7
 Ahmet Kural,What a Crush!,2018,6.2
 Ahmet Kural,Baba Parasi,2020,4.5
 Ahmet Mümtaz Taylan,Leyla and Mecnun,2011,9.1
 Ahmet Mümtaz Taylan,Ölümlü Dünya,2018,7.7
 Ahmet Ozarslan,Cute & Dangerous,2015,6.1
 Ahmet Rifat Sungar,Gamonya: Hayaller Ülkesi,2020,4.5
 Ahmet Sarsilmaz,Geniş Aile: Yapıştır,2015,4.8
 Ahmet Sarsilmaz,Geniş Aile 2: Her Türlü,2016,4.6
 Ahn Bo-Hyun,Her Private Life,2019,7.7
 Ahn Hyo-Seop,Still 17,2018,7.8
 Ahn Hyo-Seop,Abyss,2019,7.1
 Ahn Jae-Hyun,Youre All Surrounded,2014,7.5
 Ahn Jae-Hyun,Blood,2015,6.9
 Ahn Jae-Hyun,Cinderella and the Four Knights,2016,7.4
 Ahn Jae-Hyun,Beauty Inside,2018,7.5
 Ahn Suk-hwan,Tree With Deep Roots,2011,8.3
 Ahna Capri,Enter the Dragon,1973,7.7
 Ahna O'Reilly,All I See Is You,2017,5.4
 Ahna O'Reilly,Totem,2017,4.5
 Ahsaas Channa,Girls Hostel,2018,8.2
 Ahu Türkpençe,Wolf,2018,8.2
 Ai Fairouz,How Many Kilograms are the Dumbbells You Lift?,2019,7.1
 Ai Hashimoto,Little Forest,2015,7.8
 Ai Hashimoto,The Inerasable,2016,6
 Ai Hashimoto,A Beautiful Star,2017,5.6
 Ai Kago,Ju-on Black Ghost,2009,5.4
 Ai Kayano,Anohana: The Flower We Saw That Day,2011,8.2
 Ai Kayano,Chihayafuru,2011,8.2
 Ai Kayano,Guilty Crown,2011,7.1
 Ai Kayano,Anohana: The Flower We Saw That Day,2011,8.2
 Ai Kayano,Girls und Panzer,2012,7.4
 Ai Kayano,The Pet Girl of Sakurasou,2012,7.8
 Ai Kayano,Blue Spring Ride,2014,7.4
 Ai Kayano,Blue Spring Ride,2014,7.4
 Ai Kayano,Witchcraft Works,2014,6.8
 Ai Kayano,No Game No Life,2014,7.8
 Ai Kayano,Food Wars!: Shokugeki no Soma,2015,8.2
 Ai Kayano,The Disastrous Life of Saiki K.,2016,8.3
 Ai Kayano,New Game!,2016,7.1
 Ai Kayano,KonoSuba: Gods Blessing on This Wonderful World,2016,7.8
 Ai Kayano,March Comes in Like a Lion,2016,8.4
 Ai Kayano,Girls und Panzer der Film,2016,7.4
 Ai Kayano,Girls und Panzer das Finale,2017,7.3
 Ai Kayano,Mazinger Z: Infinity,2018,5.9
 Ai Kayano,The Disastrous Life of Saiki K.: Reawakened,2019,7.9
 Ai Maeda,Battle Royale 2,2003,4.7
 Ai-Ai de las Alas,Sisterakas,2012,5.4
 Ai-Ning Yao,A Thousand Goodnights,2019,8
 Aida Abdel Aziz,I Love Cinema,2004,6.5
 Aidan Creegan,Conspiracy,2015,6.3
 Aidan Devine,October Gale,2015,5.2
 Aidan Gallagher,"Nicky, Ricky, Dicky and Dawn",2014,5.1
 Aidan Gillen,12 Rounds,2009,5.6
 Aidan Gillen,Blitz,2011,6.2
 Aidan Quinn,Legends of the Fall,1995,7.6
 Aidan Quinn,Unknown,2011,6.8
 Aidan Turner,poldark,2015,8.3
 Aiden Haggarty,T2: Trainspotting,2017,7.2
 Aiden Longworth,The 9th Life of Louis Drax,2016,6.3
 Aiden Longworth,Louis & Luca - The Big Cheese Race,2016,6.3
 Aiden Lovekamp,Paranormal Activity 4,2012,4.6
 Aiden Lovekamp,The Invitation,2016,6.6
 Aiden Malik,The Florida Project,2017,7.6
 Aidy Bryant,The Lamb,2017,6.3
 Aiko Melendez,Everyday I Love You,2015,7.1
 Ailbhe Cowley,The Other Lamb,2020,5.2
 Aileen Henry,Jimmys Hall,2014,6.7
 Ailidh Mackay,Atonement,2008,7.8
 Ailton Graça,Carandiru,2003,7.6
 Aimee Carrero,Young and Hungry,2014,7.4
 Aimee Carrero,She-Ra and the Princesses of Power,2018,7.8
 Aimee Garcia,A Lot Like Love,2005,6.6
 Aimee King,Elizabeth: The Golden Age,2007,6.8
 Aimee McKay,Circle,2015,6
 Aimee Teegarden,Love and Honor,2013,5.7
 Aimee-Li Tong Moore,A Horse Called Wish,2019,6.4
 Aimi Samir Ghanem,Bewildered Bolbol,2010,6.4
 Aimi Samir Ghanem,X Large,2011,7.3
 Aimi Samir Ghanem,Because Were Heading Out,2016,4
 Aimi Tanaka,Himouto! Umaru-chan,2015,7
 Aimi Tanaka,"How clumsy you are, Miss Ueno.",2019,5.9
 Aina Kusuda,Rilu Rilu Fairilu,2016,5.1
 Aina Yamada,The Lowlife,2017,5.5
 Ainhoa Ramírez,Notes for a heist film,2018,6.6
 Aintzane Krujeiras,Elcano & Magellan: The First Voyage around the World,2019,4.2
 Ainy Jaffri,Balu Mahi,2017,6.3
 Airi Matsuyama,The Woman Who Keeps a Murderer,2019,4.8
 Aisawanya Areyawattana,Patong Girl,2014,6.4
 Aisha Dee,The Bold Type,2017,8
 Aisha Takow,Eye in the Sky,2016,7.3
 Aishwarya,Aamir,2008,7.7
 Aishwarya Rai Bachchan,Jodhaa Akbar,2008,7.6
 Aishwarya Rai Bachchan,Action Replayy,2010,4.2
 Aishwarya Rajesh,World Famous Lover,2020,4.7
 Aisling Bea,The Comedy Lineup,2018,5.8
 Aisling Bea,Living with Yourself,2019,7.2
 Aisling Franciosi,The Fall,2013,8.2
 Aisling Franciosi,The Nightingale,2019,7.3
 Aitana Sánchez-Gijón,Thi Mai,2018,6
 Aitor Luna,Cathedral of the Sea,2018,7.5
 Aiyeola Bisola,Chief Daddy,2018,5
 Aiysha Hart,HOPE GAP,2020,6.7
 Aja Naomi King,How to Get Away with Murder,2014,8.1
 Ajani Russell,Betty,2020,6.7
 Ajay,Bheeshma,2020,6.5
 Ajay Devgn,Gangaajal,2003,7.8
 Ajay Devgn,Apaharan,2005,7.4
 Ajay Devgn,Golmaal Returns,2008,5.1
 Ajay Devgn,Raajneeti,2010,7.1
 Ajay Devgn,Politics,2010,7.1
 Ajay Devgn,Himmatwala,2013,1.7
 Ajay Friese,Reboot: The Guardian Code,2018,3.7
 Ajay Fry,The Little Lulu Show,1995,7
 Ajeya,Period. End of Sentence.,2019,7.4
 Ajiona Alexus,Family Blood,2018,4.2
 Ajiona Alexus,Breaking In,2018,5.5
 Ajit George,Daughters of Destiny,2017,8.6
 Ajuawak Kapashesit,Indian Horse,2018,7.3
 Akane Fujita,A Certain Scientific Accelerator,2019,7.1
 Akane Kaida,The Werewolf Game: Inferno,2018,6.1
 Akane Sakanoue,Ultraman X: Here It Comes! Our Ultraman,2017,5.9
 Akara Amarttayakul,Still,2010,4.4
 Akari Kakimoto,Shino Cannot Say Her Own Name,2018,6
 Akari Kinoshita,Wilderness: Part Two,2017,7.2
 Akashi Takei,Be with You,2004,7.9
 Akbar,Finding Srimulat,2013,6.8
 Akeno Watanabe,Free!,2013,7.4
 Akhilendra Mishra,The Legend of Bhagat Singh,2002,8.1
 Aki Asakura,Kaguyahime no monogatari,2013,8
 Aki Hano,Rebirth of Mothra,1996,5.9
 Aki Hano,Rebirth of Mothra II,1997,5.4
 Aki Hano,Rebirth of Mothra III,1998,6
 Aki Hoshino,Gokusen: The Movie,2009,6.1
 Aki Maeda,Battle Royale,2000,7.6
 Aki Maeda,The Cat Returns,2005,7.2
 Aki Omoshaybi,A Moving Image,2017,5.8
 Aki Toyosaki,A Certain Scientific Railgun OVA,2009,7.5
 Aki Toyosaki,K-On!,2009,7.7
 Aki Toyosaki,A Certain Scientific Railgun,2009,7.5
 Aki Toyosaki,K-on! the movie,2011,7.6
 Aki Toyosaki,Laid-Back Camp,2018,7.9
 Aki Toyosaki,Cautious Hero: The Hero Is Overpowered but Overly Cautious,2019,7.4
 Akie Kotabe,Go Jetters,2015,8.2
 Akihiko Hirata,Rodan,1957,6.3
 Akihiko Hirata,The Mysterians,1959,6.2
 Akihiko Hirata,The H-Man,1959,6.1
 Akihiko Hirata,Son of Godzilla,1967,5.3
 Akihiko Hirata,Godzilla vs. Mechagodzilla,1977,6.4
 Akihiko Hirata,Terror of Mechagodzilla,1977,6.2
 Akihiro Mayama,Usotsuki Paradox,2013,5.7
 Akihiro Miwa,Howl’s Moving Castle,2005,8.2
 Akiko Kana,Yakuza Wives,1986,6.4
 Akiko Kinouchi,Sand Chronicles,2007,8.7
 Akiko Takeshita,Lost in Translation,2003,7.7
 Akiko Yajima,Ergo Proxy,2006,8
 Akilas Karazisis,Pilgrimage,2017,5.8
 Akio Kobori,Rodan,1957,6.3
 Akio Ôtsuka,Ghost in the Shell,1996,8
 Akio Ôtsuka,Mobile Suit Gundam 00,2000,8.1
 Akio Ôtsuka,Mobile Suit Gundam 0083: Stardust Memory,2002,7.8
 Akio Ôtsuka,Ghost in the Shell 2: Innocence,2004,7.5
 Akio Ôtsuka,Fist of the North Star: New Saviour Legend,2006,6.8
 Akio Ôtsuka,Nasu: A Migratory Bird with Suitcase,2007,6.8
 Akio Ôtsuka,Devil May Cry,2007,7.1
 Akio Ôtsuka,Ghost in the Shell: Solid State Society,2012,8
 Akio Ôtsuka,Hajime No Ippo: Rising,2013,8.7
 Akio Ôtsuka,CAROLE and TUESDAY,2019,7.9
 Akira Emoto,Godzilla vs. SpaceGodzilla,1994,6
 Akira Emoto,April Bride,2009,6.2
 Akira Emoto,Villain,2010,7.1
 Akira Kamiya,Urusei Yatsura: Only You,1983,6.8
 Akira Kamiya,Fist of the North Star,1991,7.3
 Akira Kubo,ARASHIs Diary -Voyage-,1956,7.6
 Akira Kubo,Gorath,1964,5.8
 Akira Kubo,Son of Godzilla,1967,5.3
 Akira Kubo,Destroy All Monsters,1969,6.6
 Akira Sekine,Princess Principal,2017,7.3
 Akira Terao,After the Rain,2000,7.7
 Akira Terao,Darkness in the Light,2001,5.8
 Akiya Henry,Noddy in Toyland,2009,5.9
 Akiyoshi Nakao,Jimmy: The True Story of a True Idiot,2018,6.8
 Akosua Busia,Hard Lessons,1986,6.1
 Aksel Bonfil,Deliha 2,2018,4.5
 Aksel Hennie,Max Manus: Man of War,2010,7.3
 Aksel Hennie,Jo Nesbos Headhunters,2011,7.5
 Aksel Hennie,Last Knights,2015,6.2
 Aksel Hennie,Nobel,2016,8.1
 Aksel Lund Svindal,Streif: One Hell of a Ride,2014,6.7
 Aksel Støren Aschjem,Olsenbanden Jr. Gar under vann,2003,4.9
 Aksel Støren Aschjem,Olsenbanden jr. Pa rockern,2004,4.9
 Akshay,Flying Colors,2016,6
 Akshay Kumar,Elaan,1994,5.3
 Akshay Kumar,Phir Hera Pheri,2006,6.9
 Akshay Kumar,Welcome,2007,6.9
 Akshay Kumar,Namastey London,2007,7.1
 Akshay Kumar,Action Replayy,2010,4.2
 Akshay Kumar,Oh My God,2012,8.1
 Akshay Kumar,Rowdy Rathore,2012,5.7
 Akshay Kumar,Joker,2012,2.4
 Akshay Kumar,Boss,2013,5.1
 Akshay Kumar,Special 26,2013,8
 Akshay Kumar,Gabbar Is Back,2015,7.1
 Akshay Kumar,Brothers,2015,6.5
 Akshay Kumar,Brothers,2015,6.5
 Akshay Kumar,Toilet: Ek Prem Katha,2017,7.2
 Akshay Kumar,Naam Shabana,2017,6.3
 Akshay Kumar,Pad Man,2018,7.9
 Akshay Oberoi,Gurgaon,2017,6.5
 Akshaye Khanna,Dil Chahta Hai,2001,8.1
 Akshaye Khanna,Race,2008,6.7
 Akshaye Khanna,Ittefaq,2017,7.2
 Al Jackson,Hannibal Buress: Comedy Camisado,2016,6.6
 Al Mukadam,Oh No! Its an Alien Invasion,2013,5.6
 Al Pacino,The Godfather,1972,9.2
 Al Pacino,Scarecrow,1973,7.3
 Al Pacino,The Godfather: Part II,1974,9
 Al Pacino,Scarface,1983,8.3
 Al Pacino,Sea of Love,1989,6.8
 Al Pacino,The Godfather: Part III,1990,7.6
 Al Pacino,Scent of a Woman,1993,8
 Al Pacino,Carlitos Way,1993,7.9
 Al Pacino,Donnie Brasco,1997,7.7
 Al Pacino,The Devils Advocate,1997,7.5
 Al Pacino,Any Given Sunday,1999,6.9
 Al Pacino,Righteous Kill,2008,6
 Al Pacino,Jack and Jill,2011,3.3
 Al Pacino,Stand Up Guys,2013,6.5
 Al Pacino,Hangman,2017,5.3
 Al Pacino,The Irishman,2019,7.9
 Al Pacino,The Irishman: In Conversation,2019,7.4
 Al Sapienza,Black Water,2018,4.7
 Al Sapienza,Capone,2020,4.7
 Alaa Amr,Andaleeb El Dokki,2008,4.9
 Alain Chabat,La Cité de la peur,1994,7.6
 Alain Chabat,Chouchou,2003,4.6
 Alain Chabat,Houba! On the Trail of the Marsupilami,2012,5.5
 Alain Chabat,Ice Age: Continental Drift,2012,6.5
 Alain Choquet,Zombillenium,2017,6.4
 Alain Cuny,Emmanuelle,1974,5.3
 Alain Delon,Asterix aux jeux olympiques,2008,5.2
 Alain Demaria,Corniche Kennedy,2017,5.3
 Alain Dorval,Once Upon a Time... Life,1987,8.2
 Alain Hernández,Palm Trees in the Snow,2015,7.4
 Alain Hernández,Getaway Plan,2017,5.6
 Alain Hernández,Holy Goalie,2018,5.3
 Alain Hernández,The Photographer Of Mauthausen,2018,6.7
 Alain Hernández,The Influence,2019,4.5
 Alain Moussi,Kickboxer: Retaliation,2018,5
 Alain Moussi,Jiu Jitsu,2020,2.9
 Alain Prost,A Life of Speed: The Juan Manuel Fangio Story,2020,6.8
 Alaina Huffman,The Perfection,2019,6.1
 Alaina Huffman,The Perfect Match,2020,3.2
 Alan Aisenberg,Brews Brothers,2020,5.1
 Alan Alda,What Women Want,2000,6.4
 Alan Alda,Whats Up?,2000,6.4
 Alan Alda,Whats New Scooby-Doo?,2000,6.4
 Alan Alda,Tower Heist,2011,6.2
 Alan Alda,The Longest Ride,2015,7.1
 Alan Arkin,The Heart Is a Lonely Hunter,1968,7.6
 Alan Arkin,Get Smart,2008,6.5
 Alan Arkin,Argo,2012,7.7
 Alan Arkin,Stand Up Guys,2013,6.5
 Alan Arkin,Going in Style,2017,6.6
 Alan Arkin,The Kominsky Method,2018,8.2
 Alan Arkin,Spenser Confidential,2020,6.2
 Alan Blumenfeld,1BR,2020,5.8
 Alan Brecknell,ReMastered: The Miami Showband Massacre,2019,7
 Alan Chow,Ping Pong the Animation,2014,8.6
 Alan Cumming,Emma,1996,6.6
 Alan Cumming,Son of the Mask,2005,2.2
 Alan Cumming,They’ll Love Me When I’m Dead,2018,7.4
 Alan Dale,Walt Disney Animation Studios Short Films Collection,2015,7.7
 Alan Davies,QI,2003,8.6
 Alan Davies,"Angus, Thongs and Perfect Snogging",2008,6.3
 Alan Dershowitz,Jeffrey Epstein: Filthy Rich,2020,7.1
 Alan Dukes,Inhuman Resources,2012,5.9
 Alan Fawcett,Barneys Great Adventure: The Movie,1998,3.1
 Alan Howard,The Lord of the Rings: The Fellowship of the Ring,2001,8.8
 Alan Ko,Love Me or Leave Me,2012,6.3
 Alan Lee,Great Pretender,2020,8
 Alan Livingston,Sinatra: All or Nothing at All,2015,8
 Alan Marriott,Norm of the North: King Sized Adventure,2019,3.3
 Alan Mowbray,Dantes Inferno,1960,7.5
 Alan Powell,Like Arrows,2018,6.5
 Alan Rickman,Quigley Down Under,1990,6.9
 Alan Rickman,Galaxy Quest,1999,7.3
 Alan Rickman,Sweeney Todd,2007,7.3
 Alan Rickman,Harry Potter and the Deathly Hallows: Part 2,2011,8.1
 Alan Rickman,Harrys Daughters,2011,8.1
 Alan Rickman,Gambit,2012,5.7
 Alan Rickman,A Little Chaos,2015,6.5
 Alan Ruck,Ferris Buellers Day Off,1986,7.8
 Alan Sabbagh,The Tenth Man,2016,5.8
 Alan Sabbagh,So Much Love to Give,2020,5.2
 Alan Tam,Armour of God,1987,7.1
 Alan Tudyk,"I, Robot",2004,7.1
 Alan Tudyk,Serenity,2005,7.8
 Alan Tudyk,Tucker and Dale vs. Evil,2010,7.5
 Alana Blanchard,Bethany Hamilton: Unstoppable,2019,7.4
 Alana De La Garza,Forever,2014,8.3
 Alana O'Brien,The Battery,2013,6.4
 Alankrita Sahai,Love Per Square Foot,2018,7.2
 Alanna Ubach,Girlfriends Guide to Divorce,2014,6.9
 Alaric,Rubbers,2015,5.6
 Alaric,Zombiepura,2018,5.4
 Alayna Bidlack,The Mars Generation,2017,6.4
 Alba August,Irl (In Real Life),2013,5.1
 Alba Flores,Vis a vis,2019,8.2
 Alba Galocha,Getaway Plan,2017,5.6
 Alba Rohrwacher,The Solitude of Prime Numbers,2010,6.3
 Alba Rohrwacher,Taj Mahal,2015,5.3
 Alba Rohrwacher,Happy as Lazzaro,2018,7.5
 Alban Ivanov,Until Dawn,2020,2.6
 Alban Lenoir,Lost Bullet,2020,6.2
 Albert Benaiges,"Take the Ball, Pass the Ball",2018,8
 Albert Brooks,Drive,2011,7.8
 Albert Brooks,Concussion,2015,7.2
 Albert Dupontel,Irreversible,2002,7.4
 Albert Dupontel,Chrysalis,2007,5.4
 Albert Dupontel,9-Month Stretch,2013,6.4
 Albert Martinez,Princess Sarah,2007,7.9
 Albert Ribalta,El club de los buenos infieles,2018,5.5
 Albert Rudbeck Lindhardt,The Day Will Come,2016,7.9
 Albert Rémy,The 400 Blows,1959,8.1
 Albert Salmi,Superstition,1985,5.8
 Albert Tsai,Abominable,2019,7
 Alberto Ammann,Mars,2016,7.5
 Alberto Ammann,Mars,2016,7.5
 Alberto Fernández de Rosa,Chiquititas,1995,6.3
 Alberto Rosende,Shadowhunters,2016,6.6
 Alberto Sordi,Viva Italia!,1977,7.1
 Alberto Trujillo,La Fiscal de Hierro,2017,6
 Albin Grenholm,Midnight Sun,2016,7.5
 Albrecht Schuch,NSU German History X,2016,7.3
 Albrecht Schuch,Bad Banks,2018,8
 Albrecht Schuch,System Crasher,2020,7.8
 Albrecht Weimer,My Honor Was Loyalty,2017,4.4
 Alden Ehrenreich,Beautiful Creatures,2013,6.1
 Alden Ehrenreich,"Hail, Cesar!",2016,6.3
 Alden Ehrenreich,Brave New World,2020,7.1
 Aldis Hodge,Jack Reacher: Never Go Back,2016,6.1
 Aldis Hodge,The Invisible Man,2020,7.1
 Aldo Giuffrè,"The Good, the Bad and the Ugly",1967,8.8
 Aldo Nicodemi,Chains,1949,6.9
 Aldona Jankowska,Kochaj,2016,2.6
 Aldís Amah Hamilton,The Valhalla Murders,2020,7.1
 Ale,Aspirante Vedovo,2013,4.7
 Alec Baldwin,Beetlejuice,1988,7.5
 Alec Baldwin,Dr. Seuss The Cat in the Hat,2003,4
 Alec Baldwin,Fun with Dick and Jane,2005,6.2
 Alec Baldwin,BlacKkKlansman,2018,7.5
 Alec Baldwin,It Takes a Lunatic,2019,6.6
 Alec Baldwin,Drunk Parents,2019,3.9
 Alec Baldwin,Framing John DeLorean,2019,6.5
 Alec Baldwin,Motherless Brooklyn,2019,6.8
 Alec Baldwin,An Imperfect Murder,2020,2.8
 Aleck Bovick,Cuddle Weather,2019,6.2
 Alecsandra Anca,Déjà Vu,2013,6
 Aleisha Allen,Are We There Yet?,2005,4.7
 Aleisha Allen,Are We Done Yet?,2007,4.3
 Aleisha Allen,Are We Done Yet?,2007,4.3
 Alejandra Ambrosi,X-Mas,2010,5.6
 Alejandra Ambrosi,El club de los insomnes,2018,6.3
 Alejandra Ambrosi,Preso No. 1,2019,7.2
 Alejandra Lazcano,Valeria,2009,6.6
 Alejandra Onieva,High Seas,2019,6.8
 Alejandra Reynoso,Castlevania,2017,8.2
 Alejandro Aguilar,The Squad,2011,5.3
 Alejandro Awada,El jugador,2016,4.2
 Alejandro Casaseca,[REC] 2,2009,6.5
 Alejandro Goic,Much Ado About Nothing,2016,6.5
 Alejandro Goic,Bala Loca,2016,8
 Alejandro Saab,Sarazanmai,2019,7
 Alejandro Saab,7SEEDS,2019,6.4
 Alejandro Speitzer,Someone Has to Die,2020,6.3
 Alejandro Urdapilleta,The Aerial,2007,7.4
 Alejandro de la Rosa,Penalty Kick,2018,3.5
 Alek Skarlatos,The 15:17 to Paris,2018,5.3
 Aleks Le,Scissor Seven,2020,8.2
 Aleks Le,Cagaster of an Insect Cage,2020,6.2
 Aleks Le,The Misfit of Demon King Academy,2020,7.3
 Aleks Le,Demon Slayer: Kimetsu no Yaiba,2021,8.7
 Aleks Mikic,Secret City,2018,7.4
 Aleks Paunovic,Van Helsing,2016,6.2
 Aleksandr Baluev,The Lenin Factor,2019,5.1
 Aleksandr Domogarov,With Fire and Sword,1999,7
 Aleksandr Domogarov,Yolki 5,2016,3.5
 Aleksandr Kuznetsov,Puppet Syndrome,2015,5.9
 Aleksandr Robak,To the Lake,2020,7.3
 Aleksandr Tyutin,Dance to Death,2017,2.8
 Aleksandr Ustyugov,Better Than Us,2019,7.4
 Aleksandr Yatsenko,The Suit,2003,6.6
 Aleksandra Bortich,Soul Conductor,2018,4.3
 Aleksandra Cwen,Hagazussa: A Heathens Curse,2019,5.9
 Aleksandra Domanska,Volta,2017,5.1
 Aleksandra Grabowska,Women of Mafia,2019,3.8
 Aleksandra Grabowska,Women of Mafia 2,2019,3.8
 Aleksandra Hamkalo,Ziarno Prawdy,2015,6.7
 Aleksandra Hamkalo,"7 rzeczy, ktorych nie wiecie o facetach",2016,4.6
 Aleksandra Konieczna,The Last Family,2016,7.5
 Aleksandra Konieczna,Corpus Christi,2020,7.7
 Aleksandra Poplawska,Women of Mafia,2018,4.7
 Aleksandra Poplawska,Women of Mafia,2019,3.8
 Aleksandra Poplawska,Women of Mafia 2,2019,3.8
 Aleksey Guskov,The Concert,2009,7.6
 Aleksey Lyubimov,Puppet Syndrome,2015,5.9
 Aleksey Rozin,Loveless,2017,7.6
 Alena Mihulová,Home Care,2015,7
 Alessandra Mastronardi,Medici: Masters of Florence,2016,7.9
 Alessandra Mastronardi,Night on Earth,2020,8.2
 Alessandra Mastronardi,Night on Earth: Shot in the Dark,2020,8.1
 Alessandra Shelby Farmer,Home,2016,3.9
 Alessandro Aleotti,Numero Zero. The Roots of Italian Rap,2015,7.4
 Alessandro Borghi,Suburra,2015,7.4
 Alessandro Borghi,The Place,2017,7
 Alessandro Borghi,Suburra: Blood on Rome,2017,7.9
 Alessandro Borghi,On My Skin,2018,7.3
 Alessandro Borghi,Devils Line,2020,7
 Alessandro Gassmann,Transporter 2,2005,6.3
 Alessandro Gassmann,Long Live Italy!,2012,6.1
 Alessandro Nivola,Devils Knot,2014,6.1
 Alessandro Preziosi,Loose Cannons,2010,7.3
 Alessandro Sperduti,Sbirri,2009,5.8
 Alessandro Tedeschi,The Ruthless,2019,6.1
 Alessandro Tiberi,To Rome with Love,2012,6.3
 Alessia Cara,The Willoughbys,2020,6.4
 Alessio Bonaffini,Cruel Peter,2020,4.4
 Alessio Boni,The Girl in the Fog,2017,6.8
 Alessio Boni,Non sono un assassino,2019,5.5
 Alessio Praticò,The Ruthless,2019,6.1
 Alessio Scalzotto,Rim of the World,2019,5.2
 Aletta Ocean,Geisha,2010,7.4
 Alex Abbad,My Stupid Boss,2016,7.2
 Alex Aiono,Finding ‘Ohana,2021,6.1
 Alex Borstein,Family Guy,1999,8.1
 Alex Borstein,"Good Night, and Good Luck",2005,7.4
 Alex Brendemühl,The German Doctor,2014,6.7
 Alex Brendemühl,7 años,2016,6.8
 Alex Brendemühl,From the Land of the Moon,2017,6.7
 Alex Cartañá,Lego Friends: Girls on a Mission,2018,7.4
 Alex Cazares,The Boss Baby: Get That Baby!,2020,5.3
 Alex Clarke,The Learning Tree,1970,7.1
 Alex Curletto,Eddie - Strongman,2015,7.5
 Alex Datcher,Passenger 57,1992,5.9
 Alex Essoe,The Neighbor,2016,5.8
 Alex Essoe,Death of Me,2020,4.4
 Alex Filippenko,The Universe,2007,8.7
 Alex Fong,Once a Gangster,2010,5.8
 Alex Gonzaga,Love the Way U Lie,2020,5.8
 Alex Hafner,All Out!!,1984,2.7
 Alex Haydon,The Vanished,2020,5.7
 Alex Hoyer,Kallys Mashup,2018,7.8
 Alex Jayne Go,Searching,2018,7.6
 Alex Jennings,A Very English Scandal,2018,7.7
 Alex Karpovsky,Girlfriends Day,2017,5.2
 Alex Karpovsky,Homecoming,2018,7.5
 Alex Kendrick,Facing the Giants,2006,6.6
 Alex Kendrick,Courageous,2011,7
 Alex Kendrick,Overcomer,2019,6.7
 Alex Lawther,The End of the F***ing World,2017,8.1
 Alex Lawther,Freak Show,2018,6.6
 Alex Lawther,Ghost Stories,2018,6.4
 Alex Lifeson,Rush: Beyond the Lighted Stage,2010,8.4
 Alex Lutz,Le talent de mes amis,2015,5.1
 Alex Lutz,Asterix: The Secret of the Magic Potion,2019,6.7
 Alex Mallari Jr.,Dark Matter,2015,7.5
 Alex Man,Casino Tycoon,1992,6
 Alex Man,The Golden Pillow,1995,7.8
 Alex Man,As Tears Go By,2008,7
 Alex McKenna,Joey,1997,4.6
 Alex McKenna,Bear with Us,2017,7.3
 Alex Meneses,Selena,1997,6.8
 Alex Meraz,Never Back Down 2: The Beatdown,2011,5.7
 Alex Mru Kijania,Photon,2017,7.6
 Alex Murphy,The Young Offenders,2016,7.1
 Alex Neustaedter,A.X.L.,2018,5.3
 Alex Organ,Death Parade,2015,7.9
 Alex Ozerov,"Frankenstein’s Monster’s Monster, Frankenstein",2019,5.9
 Alex Palmer,28 Days Later,2003,7.6
 Alex Pettyfer,Beastly,2011,5.6
 Alex Pettyfer,Elvis and Nixon,2016,6.4
 Alex Pettyfer,The Last Witness,2018,5.6
 Alex R. Hibbert,Moonlight,2016,7.4
 Alex Reid,I Am Soldier,2014,4.6
 Alex Reid,Unorthodox,2020,8
 Alex Rocco,Smokin Aces,2007,6.7
 Alex Roe,Rings,2017,4.5
 Alex Roe,Forever My Girl,2018,6.7
 Alex Russell,Chronicle,2012,7
 Alex Russell,Jungle,2017,6.7
 Alex Sharp,How to Talk to Girls at Parties,2018,5.7
 Alex Sharp,The Trial of the Chicago 7,2020,7.8
 Alex Sharp,The Sunlit Night,2020,6.1
 Alex Solowitz,2gether: The Series,2000,5
 Alex Veadov,We Own the Night,2007,6.8
 Alex Wolff,Hereditary,2018,7.3
 Alex Zahara,"Liar, Liar, Vampire",2015,5.8
 Alex Zaichkowski,Lost and Found Music Studios,2016,6.8
 Alexa Adeosun,The Princess Switch,2018,6
 Alexa Benkert,Shopkins: Chef Club,2016,5.2
 Alexa Brunner,Head Full of Honey,2014,6.6
 Alexa Chung,Next in Fashion,2020,7.3
 Alexa Davalos,Defiance,2009,7.2
 Alexa Davies,White House Farm,2020,7.4
 Alexa Demie,Waves,2019,7.6
 Alexa Kahn,LEGO Friends: The Power of Friendship,2013,5.2
 Alexa Kahn,LEGO: Friends,2013,5.2
 Alexa Karolinski,Making Unorthodox,2020,6.7
 Alexa PenaVega,Spy Kids,2001,5.5
 Alexa PenaVega,Spy Kids 2: The Island of Lost Dreams,2002,5.2
 Alexa PenaVega,Spy Kids 3: Game Over,2003,4.3
 Alexa PenaVega,From Prada to Nada,2011,5.5
 Alexa PenaVega,Christmas Made To Order,2018,5.7
 Alexa Torrington,The Cat in the Hat Knows a Lot About That!,2010,6.5
 Alexander Beyer,The Fifth Estate,2013,6.2
 Alexander Beyer,Shiverstone Castle 2,2017,6.1
 Alexander DiPersia,Lights Out,2016,6.3
 Alexander Dreymon,Horizon Line,2021,4.6
 Alexander E. Fennon,Murer: Anatomy of a Trial,2018,7.1
 Alexander Godunov,The Money Pit,1986,6.4
 Alexander Gould,Weeds,2005,7.9
 Alexander Karim,Dying of the Light,2014,4.5
 Alexander Karim,The Master Plan,2015,5.4
 Alexander Karim,The Lawyer,2018,7
